uniqueID,DraftYear,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?,Player
1,2025,"Almansa, Izan",C,"6'9""",220.4,28.0,34.0,3.3,11.5,,No,Izan Almansa
2,2025,"Avdalas, Neoklis",SF,"6'8""",197.8,27.0,33.5,3.2,11.0,,No,Neoklis Avdalas
3,2025,"Bailey, Ace",SF-PF,"6'8""",203.0,28.0,35.0,3.0,11.0,,Yes,Ace Bailey
4,2025,"Bates, Tamar",SG,"6'4""",191.0,28.0,34.0,3.0,11.0,,No,Tamar Bates
5,2025,"Brea, Koby",SG,"6'6""",202.0,28.0,34.0,3.0,11.0,,Yes,Koby Brea
6,2025,"Broome, Johni",SF-PF,"6'9""",249.0,25.0,28.0,3.0,12.0,,Yes,Johni Broome
7,2025,"Bryant, Carter",SF-PF,"6'6""",215.0,31.0,40.0,3.0,11.0,,Yes,Carter Bryant
8,2025,"Byrd, Miles",SG,"6'5""",182.0,32.0,36.0,3.0,11.0,,No,Miles Byrd
9,2025,"Clayton Jr., Walter",PG-SG,"6'2""",199.0,30.0,37.0,3.0,11.0,,Yes,Walter Clayton Jr.
10,2025,"Clifford, Nique",PG-SG,"6'5""",202.0,31.0,36.0,3.0,11.0,,Yes,Nique Clifford
11,2025,"Condon, Alex",SF-PF,"6'11""",222.0,30.0,35.0,3.0,12.0,,No,Alex Condon
12,2025,"Coward, Cedric",PG-SG,"6'5""",213.0,33.0,39.0,3.0,11.0,,Yes,Cedric Coward
13,2025,"Demin, Egor",PG-SG,"6'8""",199.0,27.0,32.0,3.0,11.0,,Yes,Egor Demin
14,2025,"Dixon, Eric",PF,"6'8""",259.0,28.0,33.0,3.0,12.0,,No,Eric Dixon
15,2025,"Edgecombe, VJ",PG-SG,"6'4""",193.0,30.0,39.0,3.0,11.0,,Yes,VJ Edgecombe
16,2025,"Fears, Jeremiah",PG-SG,"6'2""",180.0,33.0,37.0,3.0,11.0,,Yes,Jeremiah Fears
17,2025,"Flagg, Cooper",SF-PF,"6'8""",221.0,29.0,36.0,3.0,11.0,,Yes,Cooper Flagg
18,2025,"Fland, Boogie",PG,"6'2""",172.0,,,,,,No,Boogie Fland
19,2025,"Fleming, Rasheer",SF-PF,"6'8""",232.0,27.0,33.0,3.0,11.0,,Yes,Rasheer Fleming
20,2025,"Goldin, Vladislav",C,"7'0""",253.0,27.0,30.0,4.0,12.0,,No,Vladislav Goldin
21,2025,"Haggerty, PJ",SG,"6'2""",189.0,28.0,32.0,3.0,12.0,,No,PJ Haggerty
22,2025,"Harper, Dylan",PG-SG,"6'4""",213.0,31.0,37.0,3.0,11.0,,Yes,Dylan Harper
23,2025,"Henshall, Ben",SG,"6'6""",193.0,30.0,37.0,3.0,10.0,,No,Ben Henshall
24,2025,"Jakucionis, Kasparas",PG-SG,"6'5""",205.0,29.0,35.0,3.0,11.0,,Yes,Kasparas Jakucionis
25,2025,"James, Sion",SG,"6'4""",218.0,32.0,40.0,3.0,11.0,,Yes,Sion James
26,2025,"Johnson, Tre",PG-SG,"6'5""",190.0,32.0,38.0,3.0,10.0,,Yes,Tre Johnson
27,2025,"Jones, Kam",PG,"6'3""",202.0,25.0,32.0,3.0,11.0,,Yes,Kam Jones
28,2025,"Kalkbrenner, Ryan",C,"7'1""",257.0,29.0,33.0,3.0,12.0,,Yes,Ryan Kalkbrenner
29,2025,"Knox, Karter",SF,"6'5""",214.0,32.0,40.0,3.0,11.0,,No,Karter Knox
30,2025,"Knueppel, Kon",PG-SG,"6'5""",219.0,,,,,,Yes,Kon Knueppel
31,2025,"Konan Niederhauser, Yanic",C,"6'11""",242.6,33.5,37.0,3.2,11.5,,Yes,Yanic Konan Niederhauser
32,2025,"Lanier, Chaz",PG-SG,"6'4""",206.0,33.0,39.0,3.0,11.0,,Yes,Chaz Lanier
33,2025,"Lendeborg, Yaxel",PF,"6'8""",234.6,25.5,31.5,3.3,11.7,,No,Yaxel Lendeborg
34,2025,"Luis Jr., RJ",SF,"6'6""",210.0,31.5,38.0,3.1,11.2,,No,RJ Luis Jr.
35,2025,"Maluach, Khaman",C,"7'1""",252.8,24.0,30.0,3.5,12.1,,Yes,Khaman Maluach
36,2025,"Martin, Alijah",SG,"6'2""",208.4,29.5,38.0,3.1,11.1,,Yes,Alijah Martin
37,2025,"McNeeley, Liam",SF-PF,"6'7""",214.6,30.5,36.5,3.2,11.1,,Yes,Liam McNeeley
38,2025,"Mgbako, Mackenzie",SF-PF,"6'8""",216.4,27.5,33.0,3.4,12.0,,No,Mackenzie Mgbako
39,2025,"Moore, Jalon",SF,"6'6""",203.4,32.5,39.0,3.0,11.7,,No,Jalon Moore
40,2025,"Murray-Boyles, Collin",SF-PF,"6'6""",239.2,29.5,34.5,3.2,11.2,,Yes,Collin Murray-Boyles
41,2025,"Nelson, Grant",PF,"6'10""",229.8,27.0,30.0,3.2,10.5,,No,Grant Nelson
42,2025,"Nembhard, Ryan",PG,"5'11""",175.8,26.5,32.5,3.2,11.5,,No,Ryan Nembhard
43,2025,"Newell, Asa",SF-PF,"6'9""",223.8,29.5,36.5,3.3,11.0,,Yes,Asa Newell
44,2025,"Olbrich, Lachlan",PF,"6'9""",230.2,23.5,31.0,3.5,11.9,,Yes,Lachlan Olbrich
45,2025,"Oweh, Otega",SG,"6'4""",212.6,27.5,35.0,3.2,10.9,,No,Otega Oweh
46,2025,"Pate, Dink",SG,"6'6""",200.8,24.5,32.5,3.3,10.6,,No,Dink Pate
47,2025,"Peavy, Micah",SF,"6'6""",211.6,30.5,35.5,3.1,10.9,,Yes,Micah Peavy
48,2025,"Pettiford, Tahaad",PG,"6'0""",168.8,31.0,42.0,3.2,10.6,,No,Tahaad Pettiford
49,2025,"Philon, Labaron",PG-SG,"6'3""",174.6,28.5,32.5,3.2,11.5,,No,Labaron Philon
50,2025,"Powell, Drake",SF-PF,"6'5""",200.4,37.5,43.0,3.1,10.7,,Yes,Drake Powell
51,2025,"Proctor, Tyrese",PG-SG,"6'4""",183.2,30.5,36.5,3.2,10.8,,Yes,Tyrese Proctor
52,2025,"Queen, Derik",C,"6'9""",247.8,23.5,28.0,3.5,12.5,,Yes,Derik Queen
53,2025,"Raynaud, Maxime",C,"7'0""",236.8,28.0,31.5,3.2,11.3,,Yes,Maxime Raynaud
54,2025,"Richardson, Jase",PG-SG,"6'0""",178.4,30.5,38.0,3.2,11.0,,Yes,Jase Richardson
55,2025,"Riley, Will",SF-PF,"6'8""",185.6,27.5,32.0,3.2,11.7,,Yes,Will Riley
56,2025,"Ruzic, Michael",PF,"6'11""",221.4,29.5,32.5,3.1,11.4,,No,Michael Ruzic
57,2025,"Sallis, Hunter",SG,"6'4""",181.4,31.0,37.5,3.2,11.0,,No,Hunter Sallis
58,2025,"Sanders, Kobe",SF,"6'7""",203.2,30.0,36.0,3.2,11.0,,Yes,Kobe Sanders
59,2025,"Sears, Mark",PG,"5'11""",183.4,31.0,37.5,3.3,11.0,,No,Mark Sears
60,2025,"Shulga, Max",SG,"6'4""",206.4,29.5,34.5,3.2,11.4,,Yes,Max Shulga
61,2025,"Small, Javon",PG,"6'1""",190.0,33.0,40.5,3.1,10.7,,Yes,Javon Small
62,2025,"Sorber, Thomas",C,"6'9""",262.8,,,,,,Yes,Thomas Sorber
63,2025,"Thiero, Adou",PG-SG,"6'6""",218.4,,,,,,Yes,Adou Thiero
64,2025,"Tonje, John",SG,"6'5""",211.8,30.0,37.0,3.2,11.1,,Yes,John Tonje
65,2025,"Toohey, Alex",SF,"6'8""",222.8,26.5,31.5,3.2,11.4,,Yes,Alex Toohey
66,2025,"Uzan, Milos",PG,"6'3""",186.4,26.5,35.0,3.2,10.9,,No,Milos Uzan
67,2025,"Watkins, Jamir",SF,"6'5""",214.6,31.5,37.0,3.1,11.2,,Yes,Jamir Watkins
68,2025,"Williams, Brice",SG,"6'5""",205.8,27.5,32.5,3.2,11.2,,No,Brice Williams
69,2025,"Williams, Darrion",SF,"6'4""",236.0,24.0,30.0,3.3,11.7,,No,Darrion Williams
70,2025,"Wolf, Danny",SF-PF,"6'10""",251.8,24.0,30.0,3.5,11.3,,Yes,Danny Wolf
71,2025,"Yang, Hansen",C,"7'1""",252.6,26.0,30.0,3.4,11.8,,Yes,Hansen Yang
72,2025,"Zikarsky, Rocco",C,"7'3""",257.0,27.5,31.5,3.5,11.9,,Yes,Rocco Zikarsky
73,2024,"Ajayi, Michael",SF,"6'6""",227.8,27.0,34.5,3.21,12.0,,No,Michael Ajayi
74,2024,"Ajinca, Melvin",SF,"6'7""",213.8,26.5,31.0,3.38,12.0,,No,Melvin Ajinca
75,2024,"Alexander, Trey",SG,"6'3""",187.0,27.0,32.0,3.0,11.0,,No,Trey Alexander
76,2024,"Beekman, Reece",PG,"6'1""",196.4,30.0,37.0,3.0,11.0,,No,Reece Beekman
77,2024,"Bona, Adem",C,"6'8""",243.2,35.0,40.0,3.0,11.0,,Yes,Adem Bona
78,2024,"Brazile, Trevon",PF,"6'9""",215.0,33.0,41.0,3.0,11.0,,No,Trevon Brazile
79,2024,"Bridges, Jalen",SF,"6'7""",213.4,25.0,32.0,3.0,11.0,,No,Jalen Bridges
80,2024,"Buzelis, Matas",SF,"6'9""",197.0,31.0,38.0,3.0,11.0,,Yes,Matas Buzelis
81,2024,"Carrington, Carlton",PG,"6'4""",194.8,29.0,37.0,3.0,11.28,,Yes,Carlton Carrington
82,2024,"Carter, Devin",SG,"6'2""",193.0,35.0,42.0,3.0,10.63,,Yes,Devin Carter
83,2024,"Castle, Stephon",SG,"6'6""",210.0,29.0,37.0,3.0,10.93,,Yes,Stephon Castle
84,2024,"Chomche, Ulrich",C,"6'10""",232.4,29.0,36.0,3.0,11.74,,Yes,Ulrich Chomche
85,2024,"Christie, Cam",SG,"6'4""",190.4,33.0,36.0,3.0,11.07,,Yes,Cam Christie
86,2024,"Clingan, Donovan",C,"7'2""",282.0,26.0,29.0,3.0,12.06,,Yes,Donovan Clingan
87,2024,"Collier, Isaiah",PG,"6'2""",204.6,30.0,34.0,3.0,10.77,,Yes,Isaiah Collier
88,2024,"Da Silva, Tristan",PF,"6'8""",216.8,29.0,36.0,3.0,10.81,,Yes,Tristan Da Silva
89,2024,"Dadiet, Pacome",SF,"6'8""",216.8,29.0,36.0,3.0,11.84,,Yes,Pacome Dadiet
90,2024,"Dante, N'Faly",C,"6'10""",260.2,27.0,33.0,3.0,11.55,,No,N'Faly Dante
91,2024,"Dillingham, Robert",PG,"6'1""",164.2,,,,,,Yes,Robert Dillingham
92,2024,"Djurisic, Nikola",SF,"6'7""",208.8,28.0,35.0,3.0,10.63,,Yes,Nikola Djurisic
93,2024,"Dunn, Ryan",PF,"6'6""",213.6,32.0,39.0,3.0,10.99,,Yes,Ryan Dunn
94,2024,"Edey, Zach",C,"7'4""",299.0,26.0,32.0,3.0,11.19,,Yes,Zach Edey
95,2024,"Edwards, Jesse",C,"6'12""",236.0,31.0,36.0,3.0,11.24,,No,Jesse Edwards
96,2024,"Edwards, Justin",SF,"6'6""",209.4,28.0,33.0,3.0,12.07,,No,Justin Edwards
97,2024,"Ellis, Boogie",PG-SG,"6'1""",185.0,32.0,40.0,3.0,11.98,,No,Boogie Ellis
98,2024,"Filipowski, Kyle",PF,"6'11""",229.8,27.0,33.0,3.0,11.43,,Yes,Kyle Filipowski
99,2024,"Flowers, Trentyn",SF,"6'6""",201.4,35.0,42.0,3.0,11.01,,No,Trentyn Flowers
100,2024,"Freeman, Enrique",PF,"6'7""",212.0,31.0,35.0,3.0,10.99,,Yes,Enrique Freeman
101,2024,"Furphy, Johnny",SF,"6'8""",188.8,26.0,32.0,3.0,11.15,,Yes,Johnny Furphy
102,2024,"George, Kyshawn",SF,"6'7""",208.8,27.0,32.0,3.32,11.9,,Yes,Kyshawn George
103,2024,"Grant-Foster, Tyon",SF,"6'6""",215.2,,,,,,No,Tyon Grant-Foster
104,2024,"Hall, PJ",C,"6'8""",239.6,32.5,39.5,3.35,11.76,,No,PJ Hall
105,2024,"Hawkins, Coleman",PF,"6'8""",215.2,24.0,29.5,3.3,12.05,,No,Coleman Hawkins
106,2024,"Holland II, Ron",SF,"6'6""",196.8,30.0,38.0,3.1,11.1,,Yes,Ron Holland II
107,2024,"Holmes II, DaRon",C,"6'9""",236.2,27.5,34.0,3.25,11.2,,No,DaRon Holmes II
108,2024,"Hukporti, Ariel",C,"6'11""",246.2,,,,,,Yes,Ariel Hukporti
109,2024,"Ighodaro, Oso",C,"6'10""",222.0,35.0,39.5,3.09,11.25,,Yes,Oso Ighodaro
110,2024,"Ingram, Harrison",SF,"6'5""",233.6,29.0,35.0,3.17,11.36,,Yes,Harrison Ingram
111,2024,"James, Bronny",SG,"6'2""",210.4,32.0,40.5,3.09,10.96,,Yes,Bronny James
112,2024,"Johnson, AJ",SG,"6'4""",167.0,29.0,38.0,3.15,10.76,,Yes,AJ Johnson
113,2024,"Johnson, Keshad",PF,"6'6""",224.0,31.5,42.0,3.03,11.38,,No,Keshad Johnson
114,2024,"Jones, David",SF,"6'4""",211.2,28.0,34.5,3.2,11.08,,No,David Jones
115,2024,"Jones, Dillon",SF,"6'4""",236.8,26.5,33.5,3.25,11.08,,Yes,Dillon Jones
116,2024,"Jones, Isaac",C,"6'8""",235.0,29.0,35.0,3.38,11.49,,No,Isaac Jones
117,2024,"Karaban, Alex",PF,"6'6""",219.2,22.5,32.0,3.2,11.23,,No,Alex Karaban
118,2024,"Klintman, Bobi",PF,"6'9""",212.2,26.5,32.5,3.23,11.49,,Yes,Bobi Klintman
119,2024,"Knecht, Dalton",SF,"6'5""",212.2,31.0,39.0,3.07,10.56,,Yes,Dalton Knecht
120,2024,"Kolek, Tyler",PG,"6'1""",196.6,27.0,34.0,3.27,10.97,,Yes,Tyler Kolek
121,2024,"Larsson, Pelle",SG,"6'5""",212.4,30.5,38.0,3.06,11.15,,Yes,Pelle Larsson
122,2024,"McCain, Jared",SG,"6'2""",203.2,25.5,33.0,3.23,10.87,,Yes,Jared McCain
123,2024,"McCullar Jr., Kevin",SF,"6'5""",205.8,,,,,,No,Kevin McCullar Jr.
124,2024,"Missi, Yves",C,"6'11""",229.4,31.0,38.5,3.12,11.45,,Yes,Yves Missi
125,2024,"Mitchell, Ajay",PG,"6'3""",197.0,28.0,33.5,3.11,11.12,,Yes,Ajay Mitchell
126,2024,"Mogbo, Jonathan",PF,"6'6""",217.2,31.5,37.5,3.02,11.14,,Yes,Jonathan Mogbo
127,2024,"Newton, Tristen",PG,"6'3""",191.8,25.0,32.5,3.24,10.96,,Yes,Tristen Newton
128,2024,"Nunez, Juan",PG,"6'4""",205.6,22.0,29.0,3.41,11.47,,Yes,Juan Nunez
129,2024,"Post, Quinten",C,"7'0""",244.4,24.0,27.0,3.4,11.48,,Yes,Quinten Post
130,2024,"Reeves, Antonio",SG,"6'4""",186.6,29.0,36.0,3.14,11.44,,Yes,Antonio Reeves
131,2024,"Risacher, Zaccharie",SF,"6'8""",194.6,25.0,31.0,3.38,11.51,,Yes,Zaccharie Risacher
132,2024,"Robinson, Jaxson",SG,"6'5""",188.6,29.5,34.0,3.17,11.39,,No,Jaxson Robinson
133,2024,"Salaun, Tidjane",PF,"6'9""",217.4,27.5,32.0,3.37,11.45,,No,Tidjane Salaun
134,2024,"Sandfort, Payton",SF,"6'6""",212.0,22.0,28.0,3.43,11.57,,No,Payton Sandfort
135,2024,"Sarr, Alexandre",C,"6'12""",224.2,30.5,37.0,3.27,11.43,,Yes,Alexandre Sarr
136,2024,"Scheierman, Baylor",SF,"6'6""",201.6,27.5,32.0,3.09,10.89,,Yes,Baylor Scheierman
137,2024,"Shannon Jr., Terrence",SF,"6'6""",219.4,,,,,,No,Terrence Shannon Jr.
138,2024,"Shead, Jamal",PG,"6'0""",200.8,30.0,37.5,2.94,10.87,,Yes,Jamal Shead
139,2024,"Sheppard, Reed",PG,"6'2""",181.6,32.5,42.0,3.08,10.96,,Yes,Reed Sheppard
140,2024,"Simpson, KJ",PG,"6'0""",187.0,32.5,40.5,3.24,10.49,,Yes,KJ Simpson
141,2024,"Smith, Tyler",PF,"6'9""",223.8,32.0,38.0,3.28,10.74,,Yes,Tyler Smith
142,2024,"Spencer, Cam",SG,"6'3""",201.8,23.0,30.5,3.35,11.07,,Yes,Cam Spencer
143,2024,"Tomlin, Nae'Qwan",PF,"6'8""",205.0,27.5,32.5,3.43,11.63,,No,Nae'Qwan Tomlin
144,2024,"Topic, Nikola",PG,"6'6""",203.0,,,,,,Yes,Nikola Topic
145,2024,"Toppin, JT",PF,"6'7""",221.0,28.5,34.0,3.27,11.12,,No,JT Toppin
146,2024,"Tyson, Jaylon",SF,"6'6""",218.2,29.5,36.5,3.12,11.13,,Yes,Jaylon Tyson
147,2024,"Walter, Ja'Kobe",SG,"6'4""",197.6,30.5,38.5,3.04,11.0,,Yes,Ja'Kobe Walter
148,2024,"Ware, Kel'el",C,"6'12""",230.0,32.5,36.0,3.29,10.97,,Yes,Kel'el Ware
149,2024,"Wells, Jaylen",SF,"6'6""",206.2,27.5,36.0,3.08,11.28,,Yes,Jaylen Wells
150,2024,"Williams, Cody",SF,"6'6""",178.4,31.0,35.5,3.06,11.17,,Yes,Cody Williams
151,2023,"Bailey, Amari",SG,"6'3""",190.8,28.5,35.0,3.19,11.0,,Yes,Amari Bailey
152,2023,"Bates, Emoni",SF,"6'8""",179.2,27.0,33.0,3.0,12.0,,Yes,Emoni Bates
153,2023,"Black, Anthony",PG,"6'6""",210.0,32.0,39.0,3.0,11.0,,Yes,Anthony Black
154,2023,"Brown, Kobe",PF,"6'6""",252.2,29.0,32.0,3.0,11.0,,Yes,Kobe Brown
155,2023,"Bufkin, Kobe",SG,"6'4""",186.8,29.0,36.0,3.0,12.0,,Yes,Kobe Bufkin
156,2023,"Camara, Toumani",PF,"6'7""",220.4,29.0,33.0,3.0,11.0,,Yes,Toumani Camara
157,2023,"Cissoko, Sidy",SF,"6'6""",223.8,31.0,36.0,3.0,11.24,,Yes,Sidy Cissoko
158,2023,"Clark, Jaylen",SG,"6'4""",204.2,,,,,,Yes,Jaylen Clark
159,2023,"Council IV, Ricky",SF,"6'5""",208.0,31.0,37.0,3.0,11.2,,No,Ricky Council IV
160,2023,"Dick, Gradey",SG,"6'6""",204.0,29.0,34.0,4.0,11.13,,Yes,Gradey Dick
161,2023,"Flagler, Adam",PG,"6'1""",191.8,31.0,36.0,3.0,10.96,,No,Adam Flagler
162,2023,"Gueye, Mouhamed",C,"6'10""",212.6,,,,,,Yes,Mouhamed Gueye
163,2023,"Hawkins, Jordan",SG,"6'4""",186.0,,,,,,Yes,Jordan Hawkins
164,2023,"Hendricks, Taylor",PF,"6'8""",213.6,33.0,36.0,3.0,11.27,,Yes,Taylor Hendricks
165,2023,"Hood-Schifino, Jalen",PG,"6'4""",216.6,,,,,,Yes,Jalen Hood-Schifino
166,2023,"Jackson Jr., Andre",SF,"6'6""",198.4,31.0,40.0,3.0,10.83,,Yes,Andre Jackson Jr.
167,2023,"Jackson-Davis, Trayce",C,"6'8""",240.4,33.0,37.0,3.0,11.8,,Yes,Trayce Jackson-Davis
168,2023,"Jackson, GG",PF,"6'8""",214.4,31.0,37.0,3.0,11.39,,Yes,GG Jackson
169,2023,"Jaquez Jr., Jaime",SF,"6'6""",226.4,35.0,39.0,3.0,11.21,,Yes,Jaime Jaquez Jr.
170,2023,"Johnson, Keyontae",SF,"6'4""",238.6,,,,,,Yes,Keyontae Johnson
171,2023,"Jones, Colby",SG,"6'4""",199.2,30.5,35.0,3.33,11.14,,Yes,Colby Jones
172,2023,"Kaluma, Arthur",PF,"6'6""",221.8,32.5,34.5,3.44,11.35,,No,Arthur Kaluma
173,2023,"King, Mojave",SG,"6'4""",200.6,33.5,42.0,3.18,11.07,,Yes,Mojave King
174,2023,"Lewis, Maxwell",SG,"6'6""",207.2,32.5,36.5,3.43,11.4,,Yes,Maxwell Lewis
175,2023,"Livingston, Chris",SF,"6'6""",219.2,30.5,37.0,3.27,11.65,,Yes,Chris Livingston
176,2023,"Lundy, Seth",SF,"6'4""",214.4,31.5,35.5,3.15,11.02,,Yes,Seth Lundy
177,2023,"Miles Jr., Mike",PG,"6'1""",205.0,33.0,37.0,3.11,11.01,,No,Mike Miles Jr.
178,2023,"Miller, Jordan",SF,"6'4""",191.6,32.0,36.5,3.17,11.43,,Yes,Jordan Miller
179,2023,"Miller, Leonard",PF,"6'9""",212.8,32.0,37.5,3.33,11.0,,Yes,Leonard Miller
180,2023,"Mintz, Judah",PG,"6'3""",176.4,28.5,37.0,3.24,10.32,,No,Judah Mintz
181,2023,"Mitchell, Dillon",PF,"6'7""",193.0,29.0,37.0,3.32,10.92,,No,Dillon Mitchell
182,2023,"Moore, Omari",SG,"6'5""",188.6,29.0,35.5,3.22,10.8,,No,Omari Moore
183,2023,"Murray, Kris",PF,"6'8""",212.8,29.5,35.0,3.3,11.11,,Yes,Kris Murray
184,2023,"Phillips, Julian",SF,"6'7""",196.6,36.0,43.0,3.32,11.09,,Yes,Julian Phillips
185,2023,"Pickett, Jalen",PG,"6'2""",197.8,28.5,33.0,3.35,11.91,,Yes,Jalen Pickett
186,2023,"Podziemski, Brandin",SG,"6'4""",203.8,31.5,39.0,3.21,11.16,,Yes,Brandin Podziemski
187,2023,"Prosper, Olivier-Maxence",PF,"6'7""",212.4,35.0,40.5,3.21,10.59,,No,Olivier-Maxence Prosper
188,2023,"Rupert, Rayan",SF,"6'6""",193.2,27.5,32.5,3.43,11.18,,Yes,Rayan Rupert
189,2023,"Sanogo, Adama",C,"6'7""",257.8,28.5,31.0,3.31,11.5,,No,Adama Sanogo
190,2023,"Sasser, Marcus",PG,"6'1""",195.6,27.0,35.0,3.43,10.68,,Yes,Marcus Sasser
191,2023,"Sheppard, Ben",SG,"6'5""",194.6,29.5,35.5,3.17,10.88,,Yes,Ben Sheppard
192,2023,"Slawson, Jalen",PF,"6'6""",221.6,29.0,33.0,3.29,11.26,,Yes,Jalen Slawson
193,2023,"Smith, Terquavion",SG,"6'2""",163.2,30.0,37.0,3.21,10.86,,No,Terquavion Smith
194,2023,"Strawther, Julian",SF,"6'6""",208.8,27.5,34.5,3.31,10.94,,Yes,Julian Strawther
195,2023,"Thompson, Amen",SG,"6'6""",214.2,,,,,,Yes,Amen Thompson
196,2023,"Thompson, Ausar",SG,"6'6""",218.2,,,,,,Yes,Ausar Thompson
197,2023,"Timme, Drew",C,"6'9""",243.2,26.0,30.5,3.34,10.93,,No,Drew Timme
198,2023,"Tshiebwe, Oscar",C,"6'7""",253.6,29.5,32.5,3.32,12.26,,No,Oscar Tshiebwe
199,2023,"Tubelis, Azuolas",PF,"6'9""",234.8,23.5,30.5,3.5,11.17,,No,Azuolas Tubelis
200,2023,"Vukcevic, Tristan",C,"6'11""",223.4,26.0,30.5,3.43,11.71,,Yes,Tristan Vukcevic
201,2023,"Walker, Jarace",PF,"6'6""",248.6,34.5,38.0,3.2,10.89,,Yes,Jarace Walker
202,2023,"Wallace, Cason",PG,"6'2""",195.2,28.0,36.0,3.34,10.82,,Yes,Cason Wallace
203,2023,"Walsh, Jordan",SF,"6'6""",204.0,33.0,36.0,3.3,10.83,,Yes,Jordan Walsh
204,2023,"Whitehead, Dariq",SG,"6'6""",217.2,,,,,,Yes,Dariq Whitehead
205,2023,"Whitmore, Cam",SF,"6'6""",235.0,31.5,40.5,3.2,10.82,,Yes,Cam Whitmore
206,2023,"Wilson, Jalen",SF,"6'6""",230.2,31.5,35.0,3.2,11.26,,Yes,Jalen Wilson
207,2023,"Wong, Isaiah",SG,"6'2""",178.4,32.5,37.0,3.22,10.93,,Yes,Isaiah Wong
208,2022,"Agbaji, Ochai",SG,"6'4""",216.8,32.0,39.0,3.13,10.77,,Yes,Ochai Agbaji
209,2022,"Baldwin Jr., Patrick",SF,"6'9""",230.8,23.5,26.5,3.45,12.25,,Yes,Patrick Baldwin Jr.
210,2022,"Barlow, Dominick",PF,"6'9""",221.0,28.5,34.0,3.33,11.29,,No,Dominick Barlow
211,2022,"Beauchamp, MarJon",SG,"6'5""",196.6,,,,,,Yes,MarJon Beauchamp
212,2022,"Besson, Hugo",SG,"6'4""",180.4,24.5,31.5,3.4,11.36,,Yes,Hugo Besson
213,2022,"Branham, Malaki",SG,"6'4""",194.8,29.0,35.0,3.17,11.38,,Yes,Malaki Branham
214,2022,"Braun, Christian",SG,"6'6""",209.2,33.5,40.0,3.16,11.0,,Yes,Christian Braun
215,2022,"Brown, Kendall",SF,"6'6""",201.2,31.5,41.0,3.29,11.57,,Yes,Kendall Brown
216,2022,"Butler Jr., John",PF,"6'12""",174.4,26.5,28.5,3.33,11.16,,No,John Butler Jr.
217,2022,"Champagnie, Julian",SF,"6'6""",212.4,28.5,34.5,3.14,11.39,,No,Julian Champagnie
218,2022,"Chandler, Kennedy",PG,"5'12""",172.2,31.0,41.5,,10.73,,Yes,Kennedy Chandler
219,2022,"Christie, Max",SG,"6'4""",189.2,32.0,37.5,3.07,10.82,,Yes,Max Christie
220,2022,"Cockburn, Kofi",C,"6'11""",293.0,29.5,32.5,3.33,12.11,,No,Kofi Cockburn
221,2022,"Daniels, Dyson",SG,"6'6""",195.2,29.0,34.0,3.22,10.81,,Yes,Dyson Daniels
222,2022,"Davis, Johnny",PG,"6'4""",196.4,,,,,,Yes,Johnny Davis
223,2022,"Davison, JD",PG,"6'0""",191.8,30.0,37.0,3.26,11.38,,Yes,JD Davison
224,2022,"Diabate, Moussa",C,"6'9""",216.6,29.0,36.5,3.26,11.16,,No,Moussa Diabate
225,2022,"Eason, Tari",PF,"6'7""",217.4,,,,,,Yes,Tari Eason
226,2022,"Ellis, Keon",SG,"6'4""",167.4,28.0,35.5,3.18,10.87,,Yes,Keon Ellis
227,2022,"Foster Jr., Michael",C,"6'8""",236.6,28.0,32.5,3.22,11.49,,No,Michael Foster Jr.
228,2022,"Gillespie, Collin",PG,"6'2""",195.8,26.5,33.0,3.21,10.95,,No,Collin Gillespie
229,2022,"Harper Jr., Ron",SF,"6'4""",240.4,26.0,30.5,3.4,11.41,,Yes,Ron Harper Jr.
230,2022,"Jovic, Nikola",SF,"6'10""",222.6,,,,,,Yes,Nikola Jovic
231,2022,"Juzang, Johnny",SG,"6'5""",208.6,27.5,32.5,3.29,11.03,,No,Johnny Juzang
232,2022,"Keels, Trevor",SG,"6'3""",223.8,24.5,31.0,3.27,11.33,,Yes,Trevor Keels
233,2022,"Kessler, Walker",C,"7'0""",256.0,,,,,,Yes,Walker Kessler
234,2022,"Koloko, Christian",C,"6'11""",221.0,28.0,33.5,3.27,11.3,,Yes,Christian Koloko
235,2022,"LaRavia, Jake",PF,"6'7""",227.2,27.5,34.0,3.37,10.58,,Yes,Jake LaRavia
236,2022,"Lewis, Justin",PF,"6'6""",235.4,32.5,35.0,3.23,11.49,,No,Justin Lewis
237,2022,"Liddell, E.J.",PF,"6'6""",243.0,35.5,38.0,3.26,11.11,,No,E.J. Liddell
238,2022,"Mathurin, Bennedict",SG,"6'4""",204.6,,,,,,Yes,Bennedict Mathurin
239,2022,"Mayer, Matthew",SF,"6'8""",216.4,25.5,31.5,3.39,10.74,,No,Matthew Mayer
240,2022,"McGowens, Bryce",SG,"6'5""",181.2,29.5,34.0,3.27,11.12,,Yes,Bryce McGowens
241,2022,"Mohammed, Aminu",SG-SF,"6'4""",212.8,29.5,36.0,3.33,11.54,,No,Aminu Mohammed
242,2022,"Molinar, Iverson",PG,"6'2""",183.2,31.0,38.0,3.19,11.23,,No,Iverson Molinar
243,2022,"Montero, Jean",PG,"6'1""",171.8,29.5,37.0,3.17,11.19,,No,Jean Montero
