Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,DraftYear
34,34,POR,Tyler Kolek,Marquette,2,103,1023,355,125,240,.409,.360,.730,9.9,3.4,1.2,2.3,1.8,.083,-1.2,0.2,2024
35,35,SAS,Johnny Furphy,Kansas,2,85,1022,283,224,60,.436,.314,.614,12.0,3.3,2.6,0.7,1.0,.049,-3.3,-0.3,2024
36,36,IND,Juan Nunez,,,,,,,,,,,,,,,,,,,2024
37,37,MIN,Bobi Klintman,,2,20,113,37,26,13,.405,.333,.200,5.7,1.9,1.3,0.7,0.1,.050,-5.1,-0.1,2024
38,38,NYK,Ajay Mitchell,UC Santa Barbara,2,93,2070,1008,258,270,.487,.356,.863,22.3,10.8,2.8,2.9,6.3,.147,0.9,1.5,2024
39,39,MEM,Jaylen Wells,Washington State,2,148,3864,1688,488,246,.428,.353,.801,26.1,11.4,3.3,1.7,5.1,.063,-2.6,-0.6,2024
40,40,POR,Oso Ighodaro,Marquette,2,143,2853,786,640,256,.637,.000,.491,20.0,5.5,4.5,1.8,6.3,.107,-0.9,0.8,2024
41,41,PHI,Adem Bona,UCLA,2,129,2139,681,552,59,.646,.286,.690,16.6,5.3,4.3,0.5,5.2,.116,-2.8,-0.4,2024
42,42,CHO,KJ Simpson,Colorado,2,56,1099,373,146,155,.345,.265,.765,19.6,6.7,2.6,2.8,-0.6,-.024,-5.3,-0.9,2024
43,43,MIA,Nikola Djurisic,,,,,,,,,,,,,,,,,,,2024
44,44,HOU,Pelle Larsson,Arizona,2,125,2631,1051,336,301,.480,.328,.771,21.0,8.4,2.7,2.4,5.5,.100,-1.8,0.2,2024
45,45,SAC,Jamal Shead,Houston,2,157,3319,1078,258,760,.386,.322,.778,21.1,6.9,1.6,4.8,3.5,.051,-3.1,-0.9,2024
46,46,LAC,Cam Christie,Minnesota,2,68,539,174,90,37,.368,.226,.741,7.9,2.6,1.3,0.5,0.2,.013,-4.3,-0.3,2024
47,47,ORL,Antonio Reeves,Kentucky,2,54,728,332,71,42,.459,.408,.800,13.5,6.1,1.3,0.8,0.6,.039,-2.8,-0.1,2024
48,48,SAS,Harrison Ingram,UNC,2,12,61,15,12,4,.700,.500,,5.1,1.3,1.0,0.3,0.2,.129,0.3,0.0,2024
49,49,IND,Tristen Newton,UConn,2,9,28,15,7,2,.294,.250,.750,3.1,1.7,0.8,0.2,0.0,-.069,-8.2,0.0,2024
50,50,IND,Enrique Freeman,University of Akron,2,26,218,59,40,11,.444,.214,.696,8.4,2.3,1.5,0.4,0.3,.065,-5.2,-0.2,2024
51,51,NYK,Melvin Ajinça,,,,,,,,,,,,,,,,,,,2024
52,52,GSW,Quinten Post,Boston College,2,109,1845,853,417,150,.443,.364,.786,16.9,7.8,3.8,1.4,3.5,.092,-0.6,0.6,2024
53,53,DET,Cam Spencer,UConn,2,97,1966,904,213,434,.466,.438,.948,20.3,9.3,2.2,4.5,6.1,.150,2.0,2.0,2024
54,54,BOS,Anton Watson,Gonzaga,1,9,22,8,3,2,.444,.000,,2.4,0.9,0.3,0.2,0.0,-.070,-10.1,0.0,2024
55,55,LAL,Bronny James,USC,2,69,556,184,41,73,.374,.348,.810,8.1,2.7,0.6,1.1,0.0,-.002,-5.2,-0.5,2024
56,56,PHO,Kevin McCullar Jr.,Kansas,2,25,184,56,36,22,.407,.320,.571,7.4,2.2,1.4,0.9,0.2,.059,-3.5,-0.1,2024
57,57,MEM,Ulrich Chomche,,1,7,32,5,8,2,.400,,.500,4.6,0.7,1.1,0.3,0.0,.001,-7.4,0.0,2024
58,58,DAL,Ariel Hukporti,,2,79,715,165,210,40,.595,.250,.696,9.1,2.1,2.7,0.5,1.3,.086,-3.3,-0.2,2024
59,59,PHI,,,,,,,,,,,,,,,,,,,,2024
60,60,PHO,,,,,,,,,,,,,,,,,,,,2024
1,1,DAL,Cooper Flagg,Duke,1,70,2344,1473,466,316,.468,.295,.827,33.5,21.0,6.7,4.5,3.8,.078,1.4,2.0,2025
2,2,SAS,Dylan Harper,Rutgers University,1,69,1558,813,234,266,.505,.343,.756,22.6,11.8,3.4,3.9,4.2,.130,1.4,1.3,2025
3,3,PHI,VJ Edgecombe,Baylor,1,75,2623,1199,423,315,.438,.354,.818,35.0,16.0,5.6,4.2,4.4,.081,-0.5,1.0,2025
4,4,CHO,Kon Knueppel,Duke,1,81,2551,1498,432,274,.475,.425,.863,31.5,18.5,5.3,3.4,8.0,.151,2.8,3.1,2025
5,5,UTA,Ace Bailey,Rutgers University,1,72,1988,993,302,131,.443,.344,.750,27.6,13.8,4.2,1.8,-0.1,-.001,-4.4,-1.2,2025
6,6,WAS,Tre Johnson,Texas,1,60,1443,733,170,122,.419,.358,.874,24.1,12.2,2.8,2.0,-0.7,-.024,-5.0,-1.1,2025
7,7,NOP,Jeremiah Fears,Oklahoma,1,82,2112,1169,300,279,.434,.330,.789,25.8,14.3,3.7,3.4,0.6,.015,-2.7,-0.4,2025
8,8,BRK,Egor Dёmin,BYU,1,52,1308,536,165,173,.399,.385,.831,25.2,10.3,3.2,3.3,0.9,.032,-1.6,0.1,2025
9,9,TOR,Collin Murray-Boyles,South Carolina,1,57,1246,484,285,106,.579,.340,.657,21.9,8.5,5.0,1.9,4.0,.154,1.0,1.0,2025
10,10,HOU,Khaman Maluach,Duke,1,46,411,139,133,6,.533,.238,.710,8.9,3.0,2.9,0.1,0.8,.099,-3.7,-0.2,2025
11,11,POR,Cedric Coward,Washington State,1,62,1598,843,364,171,.471,.338,.843,25.8,13.6,5.9,2.8,2.5,.076,-0.2,0.7,2025
12,12,CHI,Noa Essengue,,1,2,6,0,0,0,.000,.000,,3.0,0.0,0.0,0.0,-0.1,-.417,-23.7,0.0,2025
13,13,ATL,Derik Queen,Maryland,1,81,2023,948,572,298,.473,.261,.795,25.0,11.7,7.1,3.7,2.7,.063,-0.8,0.6,2025
14,14,SAS,Carter Bryant,Arizona,1,71,818,298,178,47,.408,.335,.714,11.5,4.2,2.5,0.7,1.3,.076,-3.0,-0.2,2025
15,15,OKC,Thomas Sorber,Georgetown,,,,,,,,,,,,,,,,,,2025
16,16,MEM,Yang Hansen,,1,43,300,95,66,22,.310,.119,.824,7.0,2.2,1.5,0.5,-0.5,-.075,-9.5,-0.6,2025
17,17,MIN,Joan Beringer,,1,40,314,156,92,12,.663,,.703,7.9,3.9,2.3,0.3,1.5,.222,0.4,0.2,2025
18,18,WAS,Walter Clayton,Florida,1,69,1410,538,139,279,.384,.307,.901,20.4,7.8,2.0,4.0,0.3,.009,-4.3,-0.8,2025
19,19,BRK,Nolan Traoré,,1,56,1243,499,99,213,.380,.318,.787,22.2,8.9,1.8,3.8,-1.6,-.063,-6.8,-1.5,2025
20,20,MIA,Kasparas Jakučionis,Illinois,1,53,945,328,138,137,.429,.423,.879,17.8,6.2,2.6,2.6,2.3,.114,-0.4,0.4,2025
21,21,UTA,Will Riley,Illinois,1,74,1633,764,212,146,.439,.316,.800,22.1,10.3,2.9,2.0,0.4,.012,-4.5,-1.0,2025
22,22,ATL,Drake Powell,UNC,1,63,1320,408,111,91,.402,.280,.896,21.0,6.5,1.8,1.4,-0.1,-.003,-6.0,-1.3,2025
23,23,IND,Asa Newell,Georgia,1,44,500,227,96,26,.538,.387,.552,11.4,5.2,2.2,0.6,1.2,.113,-1.5,0.1,2025
24,24,OKC,Nique Clifford,Colorado State,1,75,1882,645,282,179,.418,.333,.722,25.1,8.6,3.8,2.4,-0.6,-.014,-4.9,-1.4,2025
25,25,ORL,Jase Richardson,Michigan State,1,54,587,239,63,58,.473,.354,.717,10.9,4.4,1.2,1.1,1.0,.082,-2.5,-0.1,2025
26,26,BRK,Ben Saraf,,1,44,916,332,92,145,.396,.211,.830,20.8,7.5,2.1,3.3,-1.1,-.057,-7.3,-1.2,2025
27,27,BRK,Danny Wolf,Michigan,1,57,1187,508,281,127,.405,.322,.771,20.8,8.9,4.9,2.2,0.8,.032,-2.5,-0.2,2025
28,28,BOS,Hugo González,,1,74,1084,289,246,40,.476,.362,.500,14.6,3.9,3.3,0.5,2.2,.099,-1.5,0.1,2025
29,29,PHO,Liam McNeeley,UConn,1,31,368,132,73,24,.400,.400,.821,11.9,4.3,2.4,0.8,0.9,.112,-1.3,0.1,2025
30,30,LAC,Yanic Konan Niederhäuser,Penn State,1,41,424,176,117,12,.640,.200,.758,10.3,4.3,2.9,0.3,1.3,.152,-2.2,0.0,2025
31,31,MIN,Rasheer Fleming,Saint Joseph's,1,55,673,238,124,16,.405,.346,.559,12.2,4.3,2.3,0.3,0.8,.055,-3.8,-0.3,2025
32,32,BOS,Noah Penda,,1,59,757,227,187,70,.404,.323,.688,12.8,3.8,3.2,1.2,1.1,.070,-1.5,0.1,2025
33,33,CHO,Sion James,Duke,1,82,1843,441,287,163,.371,.352,.837,22.5,5.4,3.5,2.0,3.1,.080,-2.0,0.0,2025
34,34,CHO,Ryan Kalkbrenner,Creighton,1,69,1479,521,377,54,.753,.000,.716,21.4,7.6,5.5,0.8,5.7,.185,1.8,1.4,2025
35,35,PHI,Johni Broome,Auburn,1,11,55,10,16,4,.167,.000,.333,5.0,0.9,1.5,0.4,-0.2,-.212,-16.2,-0.2,2025
36,36,BRK,Adou Thiero,Arkansas,1,25,149,47,28,10,.516,.333,.636,6.0,1.9,1.1,0.4,0.2,.071,-4.4,-0.1,2025
37,37,DET,Chaz Lanier,Tennessee,1,34,262,80,23,17,.315,.284,.833,7.7,2.4,0.7,0.5,0.3,.046,-5.1,-0.2,2025
38,38,SAS,Kam Jones,Marquette,1,37,616,162,60,119,.402,.293,.500,16.6,4.4,1.6,3.2,0.0,.002,-6.2,-0.6,2025
39,39,TOR,Alijah Martin,Florida,1,23,146,51,21,12,.320,.190,.789,6.3,2.2,0.9,0.5,0.0,.015,-4.3,-0.1,2025
40,40,WAS,Micah Peavy,Georgetown,1,61,913,262,117,61,.385,.259,.759,15.0,4.3,1.9,1.0,0.4,.020,-5.2,-0.7,2025
41,41,GSW,Koby Brea,Kentucky,1,12,84,45,8,10,.417,.433,1.000,7.0,3.8,0.7,0.8,0.2,.117,0.2,0.0,2025
42,42,SAC,Maxime Raynaud,Stanford,1,74,1964,922,556,100,.571,.324,.786,26.5,12.5,7.5,1.4,3.6,.088,-2.4,-0.2,2025
43,43,UTA,Jamir Watkins,Florida State,1,50,1032,368,194,67,.446,.297,.695,20.6,7.4,3.9,1.3,1.1,.049,-3.3,-0.3,2025
44,44,OKC,Brooks Barnhizer,Northwestern,1,40,348,68,78,22,.380,.292,.700,8.7,1.7,2.0,0.6,0.6,.082,-3.1,-0.1,2025
45,45,CHI,Rocco Zikarsky,,1,5,36,14,14,2,.625,,1.000,7.2,2.8,2.8,0.4,0.2,.237,2.4,0.0,2025
46,46,ORL,Amari Williams,Kentucky,1,22,146,30,40,10,.500,,.714,6.6,1.4,1.8,0.5,0.2,.077,-2.1,0.0,2025
47,47,MIL,Bogoljub Markovic,,,,,,,,,,,,,,,,,,,2025
48,48,MEM,Javon Small,West Virginia,1,41,830,396,128,151,.465,.423,.829,20.2,9.7,3.1,3.7,1.9,.112,1.0,0.6,2025
49,49,CLE,Tyrese Proctor,Duke,1,50,545,272,64,74,.413,.351,.889,10.9,5.4,1.3,1.5,0.7,.066,-2.8,-0.1,2025
50,50,NYK,Kobe Sanders,Nevada,1,68,1351,495,153,109,.466,.408,.826,19.9,7.3,2.3,1.6,1.4,.051,-2.9,-0.3,2025
51,51,LAC,Mohamed Diawara,,1,69,634,246,94,53,.423,.369,.750,9.2,3.6,1.4,0.8,0.9,.072,-1.7,0.0,2025
52,52,PHO,Alex Toohey,,,,,,,,,,,,,,,,,,,2025
53,53,UTA,John Tonje,Wisconsin,1,6,42,15,6,2,.286,.300,1.000,7.0,2.5,1.0,0.3,0.1,.101,-5.1,0.0,2025
54,54,IND,Taelon Peter,Liberty,1,38,492,171,59,40,.380,.328,.625,12.9,4.5,1.6,1.1,0.0,-.001,-4.6,-0.3,2025
55,55,LAL,Lachlan Olbrich,,1,37,344,89,112,42,.468,.105,.375,9.3,2.4,3.0,1.1,0.5,.075,-3.4,-0.1,2025
56,56,MEM,Will Richard,Florida,1,69,1377,441,172,93,.468,.335,.852,20.0,6.4,2.5,1.3,2.5,.089,-1.7,0.1,2025
57,57,ORL,Max Shulga,VCU,1,11,36,7,6,2,.250,.250,1.000,3.3,0.6,0.5,0.2,0.0,-.038,-11.5,-0.1,2025
58,58,CLE,Saliou Niang,,,,,,,,,,,,,,,,,,,2025
59,59,HOU,Jahmai Mashack,Tennessee,1,31,673,192,81,69,.395,.253,.543,21.7,6.2,2.6,2.2,-0.5,-.036,-7.0,-0.8,2025
60,60,NYK,,,,,,,,,,,,,,,,,,,,2025
