uniqueID,Year,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?
1,2025,"Almansa, Izan",C,"6'9""",220.4,28,34,3.3,11.5,,No
2,2025,"Avdalas, Neoklis",SF,"6'8""",197.8,27,33.5,3.2,11,,No
3,2025,"Bailey, Ace",SF-PF,"6'8""",203,28,35,3,11,,Yes
4,2025,"Bates, Tamar",SG,"6'4""",191,28,34,3,11,,No
5,2025,"Brea, Koby",SG,"6'6""",202,28,34,3,11,,Yes
6,2025,"Broome, Johni",SF-PF,"6'9""",249,25,28,3,12,,Yes
7,2025,"Bryant, Carter",SF-PF,"6'6""",215,31,40,3,11,,Yes
8,2025,"Byrd, Miles",SG,"6'5""",182,32,36,3,11,,No
9,2025,"Clayton Jr., Walter",PG-SG,"6'2""",199,30,37,3,11,,Yes
10,2025,"Clifford, Nique",PG-SG,"6'5""",202,31,36,3,11,,Yes
11,2025,"Condon, Alex",SF-PF,"6'11""",222,30,35,3,12,,No
12,2025,"Coward, Cedric",PG-SG,"6'5""",213,33,39,3,11,,Yes
13,2025,"Demin, Egor",PG-SG,"6'8""",199,27,32,3,11,,Yes
14,2025,"Dixon, Eric",PF,"6'8""",259,28,33,3,12,,No
15,2025,"Edgecombe, VJ",PG-SG,"6'4""",193,30,39,3,11,,Yes
16,2025,"Fears, Jeremiah",PG-SG,"6'2""",180,33,37,3,11,,Yes
17,2025,"Flagg, Cooper",SF-PF,"6'8""",221,29,36,3,11,,Yes
18,2025,"Fland, Boogie",PG,"6'2""",172,,,,,,No
19,2025,"Fleming, Rasheer",SF-PF,"6'8""",232,27,33,3,11,,Yes
20,2025,"Goldin, Vladislav",C,"7'0""",253,27,30,4,12,,No
21,2025,"Haggerty, PJ",SG,"6'2""",189,28,32,3,12,,No
22,2025,"Harper, Dylan",PG-SG,"6'4""",213,31,37,3,11,,Yes
23,2025,"Henshall, Ben",SG,"6'6""",193,30,37,3,10,,No
24,2025,"Jakucionis, Kasparas",PG-SG,"6'5""",205,29,35,3,11,,Yes
25,2025,"James, Sion",SG,"6'4""",218,32,40,3,11,,Yes
26,2025,"Johnson, Tre",PG-SG,"6'5""",190,32,38,3,10,,Yes
27,2025,"Jones, Kam",PG,"6'3""",202,25,32,3,11,,Yes
28,2025,"Kalkbrenner, Ryan",C,"7'1""",257,29,33,3,12,,Yes
29,2025,"Knox, Karter",SF,"6'5""",214,32,40,3,11,,No
30,2025,"Knueppel, Kon",PG-SG,"6'5""",219,,,,,,Yes
31,2025,"Konan Niederhauser, Yanic",C,"6'11""",242.6,33.5,37,3.2,11.5,,Yes
32,2025,"Lanier, Chaz",PG-SG,"6'4""",206,33,39,3,11,,Yes
33,2025,"Lendeborg, Yaxel",PF,"6'8""",234.6,25.5,31.5,3.3,11.7,,No
34,2025,"Luis Jr., RJ",SF,"6'6""",210,31.5,38,3.1,11.2,,No
35,2025,"Maluach, Khaman",C,"7'1""",252.8,24,30,3.5,12.1,,Yes
36,2025,"Martin, Alijah",SG,"6'2""",208.4,29.5,38,3.1,11.1,,Yes
37,2025,"McNeeley, Liam",SF-PF,"6'7""",214.6,30.5,36.5,3.2,11.1,,Yes
38,2025,"Mgbako, Mackenzie",SF-PF,"6'8""",216.4,27.5,33,3.4,12,,No
39,2025,"Moore, Jalon",SF,"6'6""",203.4,32.5,39,3,11.7,,No
40,2025,"Murray-Boyles, Collin",SF-PF,"6'6""",239.2,29.5,34.5,3.2,11.2,,Yes
41,2025,"Nelson, Grant",PF,"6'10""",229.8,27,30,3.2,10.5,,No
42,2025,"Nembhard, Ryan",PG,"5'11""",175.8,26.5,32.5,3.2,11.5,,No
43,2025,"Newell, Asa",SF-PF,"6'9""",223.8,29.5,36.5,3.3,11,,Yes
44,2025,"Olbrich, Lachlan",PF,"6'9""",230.2,23.5,31,3.5,11.9,,Yes
45,2025,"Oweh, Otega",SG,"6'4""",212.6,27.5,35,3.2,10.9,,No
46,2025,"Pate, Dink",SG,"6'6""",200.8,24.5,32.5,3.3,10.6,,No
47,2025,"Peavy, Micah",SF,"6'6""",211.6,30.5,35.5,3.1,10.9,,Yes
48,2025,"Pettiford, Tahaad",PG,"6'0""",168.8,31,42,3.2,10.6,,No
49,2025,"Philon, Labaron",PG-SG,"6'3""",174.6,28.5,32.5,3.2,11.5,,No
50,2025,"Powell, Drake",SF-PF,"6'5""",200.4,37.5,43,3.1,10.7,,Yes
51,2025,"Proctor, Tyrese",PG-SG,"6'4""",183.2,30.5,36.5,3.2,10.8,,Yes
52,2025,"Queen, Derik",C,"6'9""",247.8,23.5,28,3.5,12.5,,Yes
53,2025,"Raynaud, Maxime",C,"7'0""",236.8,28,31.5,3.2,11.3,,Yes
54,2025,"Richardson, Jase",PG-SG,"6'0""",178.4,30.5,38,3.2,11,,Yes
55,2025,"Riley, Will",SF-PF,"6'8""",185.6,27.5,32,3.2,11.7,,Yes
56,2025,"Ruzic, Michael",PF,"6'11""",221.4,29.5,32.5,3.1,11.4,,No
57,2025,"Sallis, Hunter",SG,"6'4""",181.4,31,37.5,3.2,11,,No
58,2025,"Sanders, Kobe",SF,"6'7""",203.2,30,36,3.2,11,,Yes
59,2025,"Sears, Mark",PG,"5'11""",183.4,31,37.5,3.3,11,,No
60,2025,"Shulga, Max",SG,"6'4""",206.4,29.5,34.5,3.2,11.4,,Yes
61,2025,"Small, Javon",PG,"6'1""",190,33,40.5,3.1,10.7,,Yes
62,2025,"Sorber, Thomas",C,"6'9""",262.8,,,,,,Yes
63,2025,"Thiero, Adou",PG-SG,"6'6""",218.4,,,,,,Yes
64,2025,"Tonje, John",SG,"6'5""",211.8,30,37,3.2,11.1,,Yes
65,2025,"Toohey, Alex",SF,"6'8""",222.8,26.5,31.5,3.2,11.4,,Yes
66,2025,"Uzan, Milos",PG,"6'3""",186.4,26.5,35,3.2,10.9,,No
67,2025,"Watkins, Jamir",SF,"6'5""",214.6,31.5,37,3.1,11.2,,Yes
68,2025,"Williams, Brice",SG,"6'5""",205.8,27.5,32.5,3.2,11.2,,No
69,2025,"Williams, Darrion",SF,"6'4""",236,24,30,3.3,11.7,,No
70,2025,"Wolf, Danny",SF-PF,"6'10""",251.8,24,30,3.5,11.3,,Yes
71,2025,"Yang, Hansen",C,"7'1""",252.6,26,30,3.4,11.8,,Yes
72,2025,"Zikarsky, Rocco",C,"7'3""",257,27.5,31.5,3.5,11.9,,Yes
73,2024,"Ajayi, Michael",SF,"6'6""",227.8,27,34.5,3.21,12,,No
74,2024,"Ajinca, Melvin",SF,"6'7""",213.8,26.5,31,3.38,12,,No
75,2024,"Alexander, Trey",SG,"6'3""",187,27,32,3,11,,No
76,2024,"Beekman, Reece",PG,"6'1""",196.4,30,37,3,11,,No
77,2024,"Bona, Adem",C,"6'8""",243.2,35,40,3,11,,Yes
78,2024,"Brazile, Trevon",PF,"6'9""",215,33,41,3,11,,No
79,2024,"Bridges, Jalen",SF,"6'7""",213.4,25,32,3,11,,No
80,2024,"Buzelis, Matas",SF,"6'9""",197,31,38,3,11,,Yes
81,2024,"Carrington, Carlton",PG,"6'4""",194.8,29,37,3,11.28,,Yes
82,2024,"Carter, Devin",SG,"6'2""",193,35,42,3,10.63,,Yes
83,2024,"Castle, Stephon",SG,"6'6""",210,29,37,3,10.93,,Yes
84,2024,"Chomche, Ulrich",C,"6'10""",232.4,29,36,3,11.74,,Yes
85,2024,"Christie, Cam",SG,"6'4""",190.4,33,36,3,11.07,,Yes
86,2024,"Clingan, Donovan",C,"7'2""",282,26,29,3,12.06,,Yes
87,2024,"Collier, Isaiah",PG,"6'2""",204.6,30,34,3,10.77,,Yes
88,2024,"Da Silva, Tristan",PF,"6'8""",216.8,29,36,3,10.81,,Yes
89,2024,"Dadiet, Pacome",SF,"6'8""",216.8,29,36,3,11.84,,Yes
90,2024,"Dante, N'Faly",C,"6'10""",260.2,27,33,3,11.55,,No
91,2024,"Dillingham, Robert",PG,"6'1""",164.2,,,,,,Yes
92,2024,"Djurisic, Nikola",SF,"6'7""",208.8,28,35,3,10.63,,Yes
93,2024,"Dunn, Ryan",PF,"6'6""",213.6,32,39,3,10.99,,Yes
94,2024,"Edey, Zach",C,"7'4""",299,26,32,3,11.19,,Yes
95,2024,"Edwards, Jesse",C,"6'12""",236,31,36,3,11.24,,No
96,2024,"Edwards, Justin",SF,"6'6""",209.4,28,33,3,12.07,,No
97,2024,"Ellis, Boogie",PG-SG,"6'1""",185,32,40,3,11.98,,No
98,2024,"Filipowski, Kyle",PF,"6'11""",229.8,27,33,3,11.43,,Yes
99,2024,"Flowers, Trentyn",SF,"6'6""",201.4,35,42,3,11.01,,No
100,2024,"Freeman, Enrique",PF,"6'7""",212,31,35,3,10.99,,Yes
101,2024,"Furphy, Johnny",SF,"6'8""",188.8,26,32,3,11.15,,Yes
102,2024,"George, Kyshawn",SF,"6'7""",208.8,27,32,3.32,11.9,,Yes
103,2024,"Grant-Foster, Tyon",SF,"6'6""",215.2,,,,,,No
104,2024,"Hall, PJ",C,"6'8""",239.6,32.5,39.5,3.35,11.76,,No
105,2024,"Hawkins, Coleman",PF,"6'8""",215.2,24,29.5,3.3,12.05,,No
106,2024,"Holland II, Ron",SF,"6'6""",196.8,30,38,3.1,11.1,,Yes
107,2024,"Holmes II, DaRon",C,"6'9""",236.2,27.5,34,3.25,11.2,,No
108,2024,"Hukporti, Ariel",C,"6'11""",246.2,,,,,,Yes
109,2024,"Ighodaro, Oso",C,"6'10""",222,35,39.5,3.09,11.25,,Yes
110,2024,"Ingram, Harrison",SF,"6'5""",233.6,29,35,3.17,11.36,,Yes
111,2024,"James, Bronny",SG,"6'2""",210.4,32,40.5,3.09,10.96,,Yes
112,2024,"Johnson, AJ",SG,"6'4""",167,29,38,3.15,10.76,,Yes
113,2024,"Johnson, Keshad",PF,"6'6""",224,31.5,42,3.03,11.38,,No
114,2024,"Jones, David",SF,"6'4""",211.2,28,34.5,3.2,11.08,,No
115,2024,"Jones, Dillon",SF,"6'4""",236.8,26.5,33.5,3.25,11.08,,Yes
116,2024,"Jones, Isaac",C,"6'8""",235,29,35,3.38,11.49,,No
117,2024,"Karaban, Alex",PF,"6'6""",219.2,22.5,32,3.2,11.23,,No
118,2024,"Klintman, Bobi",PF,"6'9""",212.2,26.5,32.5,3.23,11.49,,Yes
119,2024,"Knecht, Dalton",SF,"6'5""",212.2,31,39,3.07,10.56,,Yes
120,2024,"Kolek, Tyler",PG,"6'1""",196.6,27,34,3.27,10.97,,Yes
121,2024,"Larsson, Pelle",SG,"6'5""",212.4,30.5,38,3.06,11.15,,Yes
122,2024,"McCain, Jared",SG,"6'2""",203.2,25.5,33,3.23,10.87,,Yes
123,2024,"McCullar Jr., Kevin",SF,"6'5""",205.8,,,,,,No
124,2024,"Missi, Yves",C,"6'11""",229.4,31,38.5,3.12,11.45,,Yes
125,2024,"Mitchell, Ajay",PG,"6'3""",197,28,33.5,3.11,11.12,,Yes
126,2024,"Mogbo, Jonathan",PF,"6'6""",217.2,31.5,37.5,3.02,11.14,,Yes
127,2024,"Newton, Tristen",PG,"6'3""",191.8,25,32.5,3.24,10.96,,Yes
128,2024,"Nunez, Juan",PG,"6'4""",205.6,22,29,3.41,11.47,,Yes
129,2024,"Post, Quinten",C,"7'0""",244.4,24,27,3.4,11.48,,Yes
130,2024,"Reeves, Antonio",SG,"6'4""",186.6,29,36,3.14,11.44,,Yes
131,2024,"Risacher, Zaccharie",SF,"6'8""",194.6,25,31,3.38,11.51,,Yes
132,2024,"Robinson, Jaxson",SG,"6'5""",188.6,29.5,34,3.17,11.39,,No
133,2024,"Salaun, Tidjane",PF,"6'9""",217.4,27.5,32,3.37,11.45,,No
134,2024,"Sandfort, Payton",SF,"6'6""",212,22,28,3.43,11.57,,No
135,2024,"Sarr, Alexandre",C,"6'12""",224.2,30.5,37,3.27,11.43,,Yes
136,2024,"Scheierman, Baylor",SF,"6'6""",201.6,27.5,32,3.09,10.89,,Yes
137,2024,"Shannon Jr., Terrence",SF,"6'6""",219.4,,,,,,No
138,2024,"Shead, Jamal",PG,"6'0""",200.8,30,37.5,2.94,10.87,,Yes
139,2024,"Sheppard, Reed",PG,"6'2""",181.6,32.5,42,3.08,10.96,,Yes
140,2024,"Simpson, KJ",PG,"6'0""",187,32.5,40.5,3.24,10.49,,Yes
141,2024,"Smith, Tyler",PF,"6'9""",223.8,32,38,3.28,10.74,,Yes
142,2024,"Spencer, Cam",SG,"6'3""",201.8,23,30.5,3.35,11.07,,Yes
143,2024,"Tomlin, Nae'Qwan",PF,"6'8""",205,27.5,32.5,3.43,11.63,,No
144,2024,"Topic, Nikola",PG,"6'6""",203,,,,,,Yes
145,2024,"Toppin, JT",PF,"6'7""",221,28.5,34,3.27,11.12,,No
146,2024,"Tyson, Jaylon",SF,"6'6""",218.2,29.5,36.5,3.12,11.13,,Yes
147,2024,"Walter, Ja'Kobe",SG,"6'4""",197.6,30.5,38.5,3.04,11,,Yes
148,2024,"Ware, Kel'el",C,"6'12""",230,32.5,36,3.29,10.97,,Yes
149,2024,"Wells, Jaylen",SF,"6'6""",206.2,27.5,36,3.08,11.28,,Yes
150,2024,"Williams, Cody",SF,"6'6""",178.4,31,35.5,3.06,11.17,,Yes
151,2023,"Bailey, Amari",SG,"6'3""",190.8,28.5,35,3.19,11,,Yes
152,2023,"Bates, Emoni",SF,"6'8""",179.2,27,33,3,12,,Yes
153,2023,"Black, Anthony",PG,"6'6""",210,32,39,3,11,,Yes
154,2023,"Brown, Kobe",PF,"6'6""",252.2,29,32,3,11,,Yes
155,2023,"Bufkin, Kobe",SG,"6'4""",186.8,29,36,3,12,,Yes
156,2023,"Camara, Toumani",PF,"6'7""",220.4,29,33,3,11,,Yes
157,2023,"Cissoko, Sidy",SF,"6'6""",223.8,31,36,3,11.24,,Yes
158,2023,"Clark, Jaylen",SG,"6'4""",204.2,,,,,,Yes
159,2023,"Council IV, Ricky",SF,"6'5""",208,31,37,3,11.2,,No
160,2023,"Dick, Gradey",SG,"6'6""",204,29,34,4,11.13,,Yes
161,2023,"Flagler, Adam",PG,"6'1""",191.8,31,36,3,10.96,,No
162,2023,"Gueye, Mouhamed",C,"6'10""",212.6,,,,,,Yes
163,2023,"Hawkins, Jordan",SG,"6'4""",186,,,,,,Yes
164,2023,"Hendricks, Taylor",PF,"6'8""",213.6,33,36,3,11.27,,Yes
165,2023,"Hood-Schifino, Jalen",PG,"6'4""",216.6,,,,,,Yes
166,2023,"Jackson Jr., Andre",SF,"6'6""",198.4,31,40,3,10.83,,Yes
167,2023,"Jackson-Davis, Trayce",C,"6'8""",240.4,33,37,3,11.8,,Yes
168,2023,"Jackson, GG",PF,"6'8""",214.4,31,37,3,11.39,,Yes
169,2023,"Jaquez Jr., Jaime",SF,"6'6""",226.4,35,39,3,11.21,,Yes
170,2023,"Johnson, Keyontae",SF,"6'4""",238.6,,,,,,Yes
171,2023,"Jones, Colby",SG,"6'4""",199.2,30.5,35,3.33,11.14,,Yes
172,2023,"Kaluma, Arthur",PF,"6'6""",221.8,32.5,34.5,3.44,11.35,,No
173,2023,"King, Mojave",SG,"6'4""",200.6,33.5,42,3.18,11.07,,Yes
174,2023,"Lewis, Maxwell",SG,"6'6""",207.2,32.5,36.5,3.43,11.4,,Yes
175,2023,"Livingston, Chris",SF,"6'6""",219.2,30.5,37,3.27,11.65,,Yes
176,2023,"Lundy, Seth",SF,"6'4""",214.4,31.5,35.5,3.15,11.02,,Yes
177,2023,"Miles Jr., Mike",PG,"6'1""",205,33,37,3.11,11.01,,No
178,2023,"Miller, Jordan",SF,"6'4""",191.6,32,36.5,3.17,11.43,,Yes
179,2023,"Miller, Leonard",PF,"6'9""",212.8,32,37.5,3.33,11,,Yes
180,2023,"Mintz, Judah",PG,"6'3""",176.4,28.5,37,3.24,10.32,,No
181,2023,"Mitchell, Dillon",PF,"6'7""",193,29,37,3.32,10.92,,No
182,2023,"Moore, Omari",SG,"6'5""",188.6,29,35.5,3.22,10.8,,No
183,2023,"Murray, Kris",PF,"6'8""",212.8,29.5,35,3.3,11.11,,Yes
184,2023,"Phillips, Julian",SF,"6'7""",196.6,36,43,3.32,11.09,,Yes
185,2023,"Pickett, Jalen",PG,"6'2""",197.8,28.5,33,3.35,11.91,,Yes
186,2023,"Podziemski, Brandin",SG,"6'4""",203.8,31.5,39,3.21,11.16,,Yes
187,2023,"Prosper, Olivier-Maxence",PF,"6'7""",212.4,35,40.5,3.21,10.59,,No
188,2023,"Rupert, Rayan",SF,"6'6""",193.2,27.5,32.5,3.43,11.18,,Yes
189,2023,"Sanogo, Adama",C,"6'7""",257.8,28.5,31,3.31,11.5,,No
190,2023,"Sasser, Marcus",PG,"6'1""",195.6,27,35,3.43,10.68,,Yes
191,2023,"Sheppard, Ben",SG,"6'5""",194.6,29.5,35.5,3.17,10.88,,Yes
192,2023,"Slawson, Jalen",PF,"6'6""",221.6,29,33,3.29,11.26,,Yes
193,2023,"Smith, Terquavion",SG,"6'2""",163.2,30,37,3.21,10.86,,No
194,2023,"Strawther, Julian",SF,"6'6""",208.8,27.5,34.5,3.31,10.94,,Yes
195,2023,"Thompson, Amen",SG,"6'6""",214.2,,,,,,Yes
196,2023,"Thompson, Ausar",SG,"6'6""",218.2,,,,,,Yes
197,2023,"Timme, Drew",C,"6'9""",243.2,26,30.5,3.34,10.93,,No
198,2023,"Tshiebwe, Oscar",C,"6'7""",253.6,29.5,32.5,3.32,12.26,,No
199,2023,"Tubelis, Azuolas",PF,"6'9""",234.8,23.5,30.5,3.5,11.17,,No
200,2023,"Vukcevic, Tristan",C,"6'11""",223.4,26,30.5,3.43,11.71,,Yes
201,2023,"Walker, Jarace",PF,"6'6""",248.6,34.5,38,3.2,10.89,,Yes
202,2023,"Wallace, Cason",PG,"6'2""",195.2,28,36,3.34,10.82,,Yes
203,2023,"Walsh, Jordan",SF,"6'6""",204,33,36,3.3,10.83,,Yes
204,2023,"Whitehead, Dariq",SG,"6'6""",217.2,,,,,,Yes
205,2023,"Whitmore, Cam",SF,"6'6""",235,31.5,40.5,3.2,10.82,,Yes
206,2023,"Wilson, Jalen",SF,"6'6""",230.2,31.5,35,3.2,11.26,,Yes
207,2023,"Wong, Isaiah",SG,"6'2""",178.4,32.5,37,3.22,10.93,,Yes
208,2022,"Agbaji, Ochai",SG,"6'4""",216.8,32,39,3.13,10.77,,Yes
209,2022,"Baldwin Jr., Patrick",SF,"6'9""",230.8,23.5,26.5,3.45,12.25,,Yes
210,2022,"Barlow, Dominick",PF,"6'9""",221,28.5,34,3.33,11.29,,No
211,2022,"Beauchamp, MarJon",SG,"6'5""",196.6,,,,,,Yes
212,2022,"Besson, Hugo",SG,"6'4""",180.4,24.5,31.5,3.4,11.36,,Yes
213,2022,"Branham, Malaki",SG,"6'4""",194.8,29,35,3.17,11.38,,Yes
214,2022,"Braun, Christian",SG,"6'6""",209.2,33.5,40,3.16,11,,Yes
215,2022,"Brown, Kendall",SF,"6'6""",201.2,31.5,41,3.29,11.57,,Yes
216,2022,"Butler Jr., John",PF,"6'12""",174.4,26.5,28.5,3.33,11.16,,No
217,2022,"Champagnie, Julian",SF,"6'6""",212.4,28.5,34.5,3.14,11.39,,No
218,2022,"Chandler, Kennedy",PG,"5'12""",172.2,31,41.5,,10.73,,Yes
219,2022,"Christie, Max",SG,"6'4""",189.2,32,37.5,3.07,10.82,,Yes
220,2022,"Cockburn, Kofi",C,"6'11""",293,29.5,32.5,3.33,12.11,,No
221,2022,"Daniels, Dyson",SG,"6'6""",195.2,29,34,3.22,10.81,,Yes
222,2022,"Davis, Johnny",PG,"6'4""",196.4,,,,,,Yes
223,2022,"Davison, JD",PG,"6'0""",191.8,30,37,3.26,11.38,,Yes
224,2022,"Diabate, Moussa",C,"6'9""",216.6,29,36.5,3.26,11.16,,No
225,2022,"Eason, Tari",PF,"6'7""",217.4,,,,,,Yes
226,2022,"Ellis, Keon",SG,"6'4""",167.4,28,35.5,3.18,10.87,,Yes
227,2022,"Foster Jr., Michael",C,"6'8""",236.6,28,32.5,3.22,11.49,,No
228,2022,"Gillespie, Collin",PG,"6'2""",195.8,26.5,33,3.21,10.95,,No
229,2022,"Harper Jr., Ron",SF,"6'4""",240.4,26,30.5,3.4,11.41,,Yes
230,2022,"Jovic, Nikola",SF,"6'10""",222.6,,,,,,Yes
231,2022,"Juzang, Johnny",SG,"6'5""",208.6,27.5,32.5,3.29,11.03,,No
232,2022,"Keels, Trevor",SG,"6'3""",223.8,24.5,31,3.27,11.33,,Yes
233,2022,"Kessler, Walker",C,"7'0""",256,,,,,,Yes
234,2022,"Koloko, Christian",C,"6'11""",221,28,33.5,3.27,11.3,,Yes
235,2022,"LaRavia, Jake",PF,"6'7""",227.2,27.5,34,3.37,10.58,,Yes
236,2022,"Lewis, Justin",PF,"6'6""",235.4,32.5,35,3.23,11.49,,No
237,2022,"Liddell, E.J.",PF,"6'6""",243,35.5,38,3.26,11.11,,No
238,2022,"Mathurin, Bennedict",SG,"6'4""",204.6,,,,,,Yes
239,2022,"Mayer, Matthew",SF,"6'8""",216.4,25.5,31.5,3.39,10.74,,No
240,2022,"McGowens, Bryce",SG,"6'5""",181.2,29.5,34,3.27,11.12,,Yes
241,2022,"Mohammed, Aminu",SG-SF,"6'4""",212.8,29.5,36,3.33,11.54,,No
242,2022,"Molinar, Iverson",PG,"6'2""",183.2,31,38,3.19,11.23,,No
243,2022,"Montero, Jean",PG,"6'1""",171.8,29.5,37,3.17,11.19,,No
244,2022,"Moore, Wendell",SG,"6'4""",217.2,32.5,38.5,3.3,10.94,,No
245,2022,"Nembhard, Andrew",PG,"6'3""",195.6,26.5,35,3.26,10.46,,Yes
246,2022,"Pippen Jr., Scotty",PG,"6'0""",180,30.5,37.5,3.21,11.07,,No
247,2022,"Procida, Gabriele",SG-SF,"6'6""",192.8,29.5,35,3.07,11.02,,Yes
248,2022,"Robinson, Orlando",C,"6'10""",244.4,23,27.5,3.55,11.4,,No
249,2022,"Roddy, David",PF,"6'4""",260.8,27,35.5,3.22,10.75,,Yes
250,2022,"Rollins, Ryan",SG,"6'2""",179.2,30.5,36.5,3.07,11.26,,Yes
251,2022,"Seabron, Dereon",SG,"6'5""",182.4,30.5,38,3.12,11.03,,No
252,2022,"Sharpe, Shaedon",SG,"6'4""",198,,,,,,Yes
253,2022,"Spagnolo, Matteo",PG,"6'4""",196.2,25.5,31.5,3.4,11.42,,Yes
254,2022,"Terry, Dalen",SG,"6'6""",195.2,,,,,,Yes
255,2022,"Walker, Jabari",PF,"6'7""",213.8,29.5,32.5,3.24,11.53,,Yes
256,2022,"Washington Jr., TyTy",SG,"6'2""",196.4,,,,,,No
257,2022,"Watson, Peyton",SF,"6'7""",203.4,28,33.5,3.28,11.03,,Yes
258,2022,"Wesley, Blake",SG,"6'3""",187.2,30,36,3.21,11.55,,Yes
259,2022,"Williams, Alondes",SG,"6'4""",209,30,35.5,3.15,10.96,,No
260,2022,"Williams, Jalen",SG,"6'4""",209.2,33.5,39,3.11,11.13,,Yes
261,2022,"Williams, Jaylin",C,"6'9""",236.6,24.5,30,3.5,11.64,,Yes
262,2022,"Williams, Mark",C,"7'0""",242.4,,,,,,Yes
263,2022,"Williams, Trevion",C,"6'7""",264.6,27.5,30,3.48,12.75,,No
264,2021,"Abmas, Max",PG,"5'10""",161.8,28.5,32.5,3.12,10.9,,No
265,2021,"Bagley, Marcus",SF,"6'6""",216.8,32.5,38.5,3.17,12.26,,No
266,2021,"Barnes, Scottie",SF,"6'7""",225.4,36,39.5,3.15,10.88,,Yes
267,2021,"Bassey, Charles",C,"6'9""",230.2,33,36,3.13,12.19,,Yes
268,2021,"Boston Jr., Brandon",SF,"6'6""",188,,,,,,No
269,2021,"Bouknight, James",SG,"6'4""",190,,,,,,Yes
270,2021,"Brown III, Greg",PF,"6'7""",206.4,33.5,39,3.19,10.98,,No
271,2021,"Butler, Jared",PG,"6'2""",193,,,,,,Yes
272,2021,"Champagnie, Justin",PF,"6'6""",206.4,27,35,3.34,11.94,,No
273,2021,"Christopher, Josh",SG,"6'3""",214.8,29.5,37.5,3.14,11.32,,Yes
274,2021,"Dosunmu, Ayo",SG,"6'4""",194.4,27,33.5,3.23,11.51,,Yes
275,2021,"Duke Jr., David",SG,"6'4""",203.6,30,39,3.08,11.21,,No
276,2021,"Edwards, Kessler",PF,"6'7""",203,28,37,3.25,11.3,,Yes
277,2021,"Garza, Luka",C,"6'10""",242.8,24,29.5,3.51,11.9,,Yes
278,2021,"Gray, RaiQuan",PF,"6'6""",268.6,26.5,31.5,3.25,11.69,,Yes
279,2021,"Grimes, Quentin",SG,"6'4""",205,30.5,38.5,3.07,11.09,,Yes
280,2021,"Hauser, Sam",SF,"6'7""",217.4,28.5,34.5,3.34,11.14,,No
281,2021,"Henry, Aaron",SF,"6'4""",209.6,29,35,3.07,11.68,,No
282,2021,"Hurt, Matt",PF,"6'8""",232.4,25.5,32.5,3.34,11.44,,No
283,2021,"Hyland, Nah'Shon",SG,"6'2""",169,26.5,34,3.1,10.53,,Yes
284,2021,"Johnson, David",SG,"6'3""",202.8,33,39,3.03,12.02,,Yes
285,2021,"Johnson, Jalen",PF,"6'8""",209.6,,,,,,Yes
286,2021,"Johnson, Keon",SG,"6'4""",184.8,41.5,48,3,11.45,,Yes
287,2021,"Jones, Carlik",PG,"6'0""",173.6,31.5,36,3.16,10.96,,No
288,2021,"Jones, Herbert",SF,"6'6""",206.4,28.5,36.5,3.25,11.02,,Yes
289,2021,"Jones, Kai",PF,"6'10""",221.4,,,,,,Yes
290,2021,"Kispert, Corey",SF,"6'6""",223.8,30,37.5,3.12,10.91,,Yes
291,2021,"Lawson, AJ",SG-SF,"6'6""",179.2,33,41,2.98,11,,No
292,2021,"Lewis, Scottie",SF,"6'4""",187.6,34,42,2.98,10.45,,Yes
293,2021,"Livers, Isaiah",SF,"6'6""",231.8,,,,,,Yes
294,2021,"Maker, Makur",C,"6'10""",232.2,25.5,31,3.34,11.87,,No
295,2021,"Mamukelashvili, Sandro",C,"6'9""",239.8,30.5,36.5,3.21,11.63,,Yes
296,2021,"Mann, Tre",PG,"6'3""",177.6,,,,,,Yes
297,2021,"McBride, Miles",PG,"6'1""",195.2,31,38.5,3.1,11.08,,Yes
298,2021,"Mitchell, Davion",PG,"6'0""",202.4,,,,,,Yes
299,2021,"Mobley, Isaiah",PF,"6'8""",238,26.5,32,3.3,12.7,,No
300,2021,"Moody, Moses",SG,"6'4""",210.6,,,,,,Yes
301,2021,"Murphy III, Trey",SF,"6'8""",206,34,38,3.14,11.65,,No
302,2021,"Nix, Daishen",PG,"6'3""",225.6,29.5,36.5,3,11.72,,No
303,2021,"Petty Jr., John",SG,"6'4""",186.2,27.5,34,3.35,11.51,,No
304,2021,"Pons, Yves",PF,"6'6""",206.4,36,42.5,3.1,10.89,,No
305,2021,"Preston, Jason",PG,"6'3""",180.6,30.5,38.5,3.13,10.82,,Yes
306,2021,"Primo, Joshua",SG,"6'4""",189,30.5,37.5,3.22,10.97,,Yes
307,2021,"Prkacin, Roko",PF,"6'8""",225.4,,,,,,No
308,2021,"Queta, Neemias",C,"6'11""",248.4,27,33,3.29,11.85,,Yes
309,2021,"Reaves, Austin",SG,"6'4""",197.2,25,35,3.07,10.94,,No
310,2021,"Robinson-Earl, Jeremiah",PF,"6'8""",242.4,27,32,3.29,11.64,,No
311,2021,"Sims, Jericho",C,"6'9""",250.2,37,44.5,3.05,11.59,,Yes
312,2021,"Springer, Jaden",SG,"6'3""",202,34.5,41.5,3.13,11.46,,Yes
313,2021,"Steward, DJ",PG,"6'1""",162.2,34.5,38.5,3.08,11.14,,No
